"jobs_title","jobs_requirements"
"Director, Business Analysis and Planning - Schaumburg, IL - 645251","15+ years of experience as an Information Technology professional
10+ years of experience gathering requirements as part of a structured Software Development Life Cycle process
Track record of facilitating meetings to gather accurate and meaningful requirements
Blend of analysis, architecture, strategy and relationship management skills/knowledge
Prior experience Leading/ Managing with HR accountabilities
Prior experience leading a team through the process of writing high-quality requirements
Managing team with changing priorities and high demand
Basic project management skills (to ensure proper follow up takes place through the planning and requirements process)
Bachelor's degree or equivalent experiences
Healthcare industry experience"
"Mac Technology Support Analyst - Eden Prairie, MN - 653872",""
"Java Technical Lead - Eden Prairie, MN - 654485","JSON experience
JQuery experience
JBoss experience
JEE6 experience
Java Servlets experience
JMS experience
Spring Batch experience
Spring MVC experience
Spring JMS experience
Agile experience
XSLT experience
XPATH experience
XQUERY experience
XSD (Schemas) experience
Document Management experience
Documentum experience
CMIS experience
Test driven development experience
Maven experience
Ant experience
Gradle experience
Tomcat experience
CXF experience
Unix Shell Scripting experience"
"Director of IT Architecture - NC, MN or CA - 653671","Prior experience as a Developer with Java or .Net technologies
5+ years of experience in IT Solution Delivery and architecture
2+ years of experience as an Enterprise Architect
Deep understanding of industry patterns for application architecture and integration
Healthcare IT experience"
"Senior Java Service Developer - MN, CT, or NJ - 639888","7+ years of application development experience, including application architecture and design
5+ years Java/J2EE experience
Experience with Spring, Apache, and Maven
Experience delivering web-based technology solutions to meet business needs
Proven success using and driving a repeatable, iterative software development methodology
Track record of completing software development projects on-time and on-budget
Demonstrated ability to communicate with and influence business leadership and technologists"
"HEDIS Data Analyst - Minnetonka, MN - 648650","4+ years of data analysis experience
2+ years of HEDIS experience required
Intermediate knowledge of Microsoft Office (i.e. Word, Excel and Access) required
Ability to work on assigned tasks with limited supervision
Ability to set and meet fixed timelines
Healthcare industry experience is required"
"Software Release Planner / Coordinator - Schaumburg, IL or Irvine, CA - 650079","Undergraduate degree or equivalent experience
4+ years of Software Release experience
4+ years of working with all aspects of the System Development Life Cycle
Change Control / management experience
4+ years of data gathering/analysis and writing system requirements
Experience working with test plans and test cases
Experience facilitating Joint Application Design (JAD) sessions"
"IT Delivery Manager (Software Projects) - Eden Prairie, MN - 652694","4+ years of experience managing IT Delivery Projects
4+ years of IT project management experience
4+ years of business analysis experience
4+ years of experience working with SDLC development projects
Strong communication, presentation, and meeting facilitation skills (interface w/ Business Analysts, QA, Software Developers, Offshore teams)
Excel, MS Project, PowerPoint"
"Manager of Reporting - Eden Prairie, MN - 653606","2+ years team management experience as a team lead, supervisor, or manager
3+ years reporting experience (creating ad hoc and standardized reports)
2+ years ETL transfer experience
Client facing experience"
"Director, Application Development - Clinical Products - 650087","15 + years in the software engineering profession, with experiences across all phases of the SDLC
10 + years of experience leading teams that deliver high quality software on time and on budget
5 + years of experience in a leadership role within large, global, matrixed, complex organizations (with both on and offshore teams)
Exceptional communication skills and the demonstrable ability to communicate appropriately at all levels of the organization including senior technology and business leaders
Proven executive presentation skills (both creating them using PowerPoint and delivering them)
Direct experiences leading teams of 30 + people and managing through other leaders
Project management skills, including project financials upward of $1M
Proven ability to get results in a rapidly changing environment
Demonstrated people leadership skills, evidenced by the ability to lead direct reports and by influence
High emotional intelligence quotient
Track record of successful team building and relationship management
Assertive, polished, self-starter, who consistently displays a high level of confidence, professionalism and diplomacy
Inspirational leadership style that promotes innovation and collaboration and fosters commitment to a shared vision
Bachelor’s degree in Computer Science or related field, or equivalent work experience"
